
FID_121.csv#######################

Oxytropis_cachemiriana,0.5
Elymus_nutans,4
Bistorta_affinis,6
Potentilla_saundersiana,6
Piptatherum_laterale,2
Ephedra_geradiana,6
Epilobium_latifolium,8
Carex_stenocarpa,5
Poa_alpina,10
Polygonum_cognatum,1
Poa_attenuata,4
UNID_Neobrachyactis,2
Rheum_webbianum,4

FID_316.csv#######################

Species,Cover_percent
Anemone_rupicola,8
Taraxacum_ceratophorum,1
Astragalus_rhizanthus,1
Heteropappus_semiprostratus,6
Draba_cachemirica,15
Rhodiola_crenulata,7
Primula_macrophylla,8
Saussurea_leontodontoides,1
Nepeta_discolor,3
Polygonum_cognatum,4
Thermopsis_inflata,10
Saussurea_schultzii,3
Ranunculus_jacquemontii,2
Polygonum_paronychioides,0.5
Psychrogeton_andryaloides,4
Cerastium_cerastoides,1
Myosotis_asiatica,4
Lindelofia_anchusoides,3
Oxytropis_tatarica,2
Koeleria_sp.,4
Poa_attenuata,1
Rhodiola_tibetica,6
Carex_supina,3

FID_32.csv#######################

Species,Cover_percent
Myricaria_elegans,40
Salix_pycnostachya,25
Hippophae_rhamnoides,15

FID_333.csv#######################

Species,Cover_percent
Thymus_linearis,7
Astragalus_rhizanthus,2
Tanacetum_gracile,6
Artemisia_salsoloides,16
Psychrogeton_adryaloides,1
Nepata_leucolaena,7
Rosa_webbiana,5
Euphorbia_tibetica,1
Lindelofia_stylosa,3
Aconogonum_tortuosum,1
Piptatherum_laterale,6
Polygonum_paronychioides,2
Scorzonera_virgata,2
Carex_stenophylla,5
Dianthus_anatolicus,1
Artemisia_scorparia,5

FID_335.csv#######################

Species,Cover_percent
Cotoneaster_affinis,20
Ephedra_intermdia,15
Tanacetum_gracile,25
Ribes_orientale,5
Rosa_webbiana,5
Lepidium_latifolium,1
FID_336.csv#######################

Species,Cover_percent
Cotoneaster_affinis,8
Tanacetum_gracile,4
Bukiniczia_cabulica,2
Artemisia_brevifolia,12
Semenovia_lasiocarpa,3
Rosa_webbiana,6
Juniperus_semiglobosa,5
Cuscuta_capitata,0.5
Anaphalis_virgata,3
Poa_diaphora_var._songarica,2
Artemisia_santolinifolia,10
FID_341.csv#######################

Species,Cover_percent
Cotoneaster_affinis,10
Myricaria_germanica,10
Lonicera_asperifolia,2
Artemisia_brevifolia,5
Rhamnus_postrata,8
Saussurea_jacea,3
Bothriochloa_ischaemum,2
FID_343.csv#######################

Species,Cover_percent
Swertia_petiolata,5
Mentha_royleana,8
Gentianella_moorcroftiana,4
Carex_pseudofoetida,75
FID_344.csv#######################

Species,Cover_percent
Artemisia_brevifolia,1
Prangos_pabularia,12
Minuartia_foliosa,7
Silene_moorcroftiana,8
Polygonum_paronychioides,8
Astragalus_oplites,6
Cicer_microphylla,4
Psychrogeton_andryaloides,6
Piptatherum_gracile,8
Rosa_webbiana,12
Eritrichum_canum,1
Elymus_cognatus,15
Medicago_falcata,8
Euphorbia_thomsoniana,2
FID_350.csv#######################

Species,Cover_percent
Euphorbia_thomsoniana,10
Heracleum_pinnatum,1
Eritrichium_canum,4
Silene_moorcroftiana,8
Polygonum_paronychioides,1
Astragalus_oplites,1
Aconogonum_tortuosum,7
Rosa_webbiana,5
Piptatherum_laterale,2
Senecio_chrysanthemoides,2
Cicer_microphyllum,3
Elymus_cognatus,1
Melica_persica,0.5
FID_351.csv#######################

Species,Cover_percent
Artemisia_dracunculus,12
Lindeliofia_stylosa,7
Myricaria_germanica,15
Ephedra_geradiana,15
Lonicera_asperifolia,3
Aconogonon_tortuosum,20
Lonicera_microphylla,3
Thymus_linearis,1
Astragalus_rhizanthus,3
Polygonum_cognatum,0.5
FID_356.csv#######################

Species,Cover_percent
Euphorbia_thomsoniana,12
Eritrichium_canum,1
Cirsium_arvense,2
Aconogonum_tortuosum,5
Silene_moorcroftiana,8
Polygonum_paronychioides,6
Senecio_chrysanthemoides,2
Minuartia_foliosa,3
Acantholimon_lycopodioides,4
Ferula_jaeschkeana,5
Piptatherum_laterale,5
FID_36.csv#######################

Species,Cover_percent
Juniperus_semiglobosa,75
Rosa_webbiana_,10

FID_370.csv#######################

Species,Cover_percent
Betula_utilis_jacquemontii,6
Erysimum_melicentae,2
Gentiana_tianschanica,4
Rosa_webbiana,10
Piptatherum_gracile,5
Ephedra_gerardiana,5
Thymus_serpyllum,5
Cotoneaster_affinis,5
Astragalus_tibetanus,1
Epilobium_angustifolium,2
Euphorbia_thomsoniana,4
Lindelofia_anchusoides,1
Rubus_saxatilis,5
Rosularia_alpestris,1
Androsace_aizoon,3
Galium_boreale,3
Galium_verum,5
Berberis_orthobotrys,5
FID_38.csv#######################

Species,Cover_percent
Salix_sericocarpa,8
Myricaria_elegans,20
Clematis_orientalis,10
Hippophae_rhamnoides,25

FID_380.csv#######################

Species,Cover_percent
Ribes_orientale,2
Heracleum_pinnatum,2
Epilobium_angustifolium,15
Stachys_tibetica,0.5
Silene_vulgaris,2
Medicago_falcata,30
Agrostis_gigantea_(g),15
Verbascum_thapsus,0.5
Artemisia_sieversiana,1
Melanoseris_violifolia,5
Thymus_linearis,1
Astragalus_rhizanthus,0.5
Tanacetum_gracile,0.5
Artemisia_scoparia,1
Hordeum_sp.,3
Astragalus_cf._alpinus,1
Galium_boreale,5
Fagopyrum_tataricum,0.1
Erigeron_annus,0.1
Neobrachyactis_pubescens,0.5
Jurinea_ceratocarpa,0.1
Convolvulus_arvensisï¿½ï¿½_,0.1
Rosa_webbiana,5
FID_386.csv#######################

Species,Cover_percent
Acantholimon_lycopodioides,20
Cousinia_thomsonii,12
Aconogonon_tortuosum,10
Minuartia_foliosa,2
Elymus_jacquemontii,2
Kobresia_royleana,4
Scorzonera_virgata,1
Oxyropis_tatarica,2
Elymus_cognatus,2
Cirsium_arvense,2
Polygonum_molliiforme,1
Sibbaldianthe_bifurca,0.5
FID_391.csv#######################

Species,Cover_percent
Kobresia_royleana,25
Agrostis_gigantea,5
Parnassia_laxmannii,1
Oxytropis_humifusa,8
Leontopodium_ochroleucum,12
Inula_rhizocephala,2
Geranium_sp.,1
Gentianopsis_vvedenskyi,1
Oxytropis_hypoglottoides,5
Blysmus_compressus,15
Kobresia_capillifolia,20
Elymus_nutans,2
FID_395.csv#######################

Species,Cover_percent
Cicer_microphyllum,10
Aconogonon_tortuosum,20
Cousinia_thomsonii,6
Astragalus_oplites,2
Acantholimon_lycopodioides,12
Elymus_jacquemontii,1
Trisetum_spicatum,2
Pedicularis_rhinanthoides,0.1
Crucihimalaya_mollissima,0.1
Polygonum_molliiforme,2
Eremogone_griffithii,1
Leontopodium_ochroleucum,0.5
FID_397.csv#######################

Species,Cover_percent
Inula_obtusifolia,4
Artemisia_brevifolia,3
Stipa_himalaica,3
Cicer_microphyllum,8
Nepeta_leucolaena,5
Polygonum_molliforme,0.5
Piptatherum_laterale,5
FID_410.csv#######################

Species,Cover_percent
Gentianella_moorcroftiana,6
Lotus_corniculatus,2
Erigeron_uniflorus,4
Agrostis_gigantea,15
Delphinium_cashmerianum,4
Phragmites_australis,10
Bupleurum_falcatum,3
Geranium_himalayense,2
Silene_vulgaris,4
Heracleum_pinnatum,10
Aconitum_heterophyllum,4
Euphrasia_himalayica,5
Senecio_korshinskyi,8
Nepeta_podostachys,2
Oxytropis_lapponica,10
Bupleurum_candollei,2
Pedicularis_punctata,12
Dolomiaea_macrocephala,4
Kobresia_schoenoides,1
Taraxacum_officinale,7
Astragalus_melanostachys,6
Elymus_schrenkianus,3
Rumex_acetosa,2
Galium_boreale,4
Elymus_canaliculatus,10
Bromus_pectinatus,8
Echium_plantagineum,1
Iris_hookeriana,3
Potentilla_multifida,1
Trifolium_repens,5
FID_420.csv#######################

Species,Cover_percent
Rosa_webbiana,1
Artemisia_salsoloides,60
Lindelofia_anchusoides,3
Stachys_tibetica,2
Scorzonera_virgata,1
Taraxacum_officinale,1
Dysphania_botrys,1
Filago_arvensis,1
Eritrichium_patens,1
Heracleum_pinnatum,1
Astragalus_falconeri,2
Bassia_prostrata,1
Polygonum_molliiforme,0.5
Crucihimalaya_mollissima,0.5
FID_431.csv#######################

Species,Cover_percent
Arnebia_euchroma,5
Artemisia_brevifolia,12
Stipa_himalaica,15
Polygonum_paronychioides,4
Matthiola_chorassanica,2
Thymus_linearis,1
Minuartia_foliosa,1
Artemisia_fragrans,4
Trigonella_gracilis,4
Carex_stenophylla,3
Lactuca_orientalis,2
FID_433.csv#######################

Species,Cover_percent
Artemisia_brevifolia,35
Heracleum_pinnatum,5
Minuartia_foliosa,1
Matthiola_chorassanica,2
Lactuca_orientalis,2
Ephedra_intermedia,4
Polygonum_paronychioides,1
Thymus_linearis,3
Stipa_himalaica,5
Scrophularia_koelzii,2
Trigonella_gracilis,1
Orobanche_cernua,0.5
FID_446.csv#######################

Species,Cover_percent,
Rhodiola_tibetica,3.5,
Lloydia_serotina,5,
Heteropappus_semiprostratus,12,
Aster_flaccidus,0.5,
Bergenia_stracheyi,4,
Draba_cachemirica,10,
Waldheimia_vestita,4,
Bistorta_affinis,10,
Pedicularis_rhinanthoides,2,
Myosotis_asiatica,10,
Saxifraga_flagellaris,1,
Leontopodium_monocephalum,5,
Carex_supina,7,
Saussurea_gnaphalodes,3,
FID_448.csv#######################

Species,Cover_percent
Bistorta_affinis,20
Acantholimon_lycopodioides,10
Aconogonon_tortuosum,5
Leontopodium_ochroleucum,15
Taraxacum_officinale,1
Minuartia_foliosa,12
Cousinia_thomsonii,3
Geranium_regelii,1
FID_450.csv#######################

Species,Cover_percent
Artemisia_salsoloides,5
Acantholimon_lycopodioides,5
Cotoneaster_affinis,4
Aconogonon_tortuosum,6
Arnebia_euchroma,5
Thalictrum_foetidum,1
Bistorta_affinis,5
Rheum_webbianum,3
Ephedra_intermedia,5
Rosa_webbiana,8
Minuartia_foliosa,1
Lonicera_asperifolia,2
Potentilla_saundersiana,1
Astragalus_strictus,0.5
Elymus_jacquemontii_(g),12
Taraxacum_officinale,0.5
Sibbaldianthe_bifurca,0.5
Silene_moorcroftiana,5
Decalepidanthus_echioides,1
Hippolytia_senecionis,1
Poa_attenuata_(g),10
Androsace_robusta,2
Elymus_dahuricus_(g),8
Geranium_regelii,0.5
FID_458.csv#######################

Species,Cover_percent
Acantholimon_lycopodioides,10
Aconogonon_tortuosum,20
Cousinia_thomsonii,15
Geranium_regelii,1
Rheum_tibeticum,2
Astragalus_oplites,2
Nepeta_podostachys,2
Carex_stenophylla,5
Elymus_canaliculatus,8
Polygonum_paronychioides,2
Oxytropis_microphylla,0.1
Pedicularis_rhinanthoides,0.1
FID_461.csv#######################

Species,Cover_percent
Aconogonon_tortuosum,45
FID_462.csv#######################

Species,Cover_percent
Aconogonum_tortuosum,8
Acantholimon_lycopodioides,30
Astragalus_oplites,1
FID_476.csv#######################

Species,Cover_percent
Bistrota_affinis,10
Taraxacum_officinale,1
Nepeta_leucolaena,0.1
Calvatia_bovista,0.5
Ephedra_gerardiana,3
Agrostis_gigantea,10
Polygonum_polycnemoides,0.1
Rosa_webbiana,3
Hedysarum_tibeticum,1
Thalictrum_foetidum,2
Lonicera_asperifolia,2
Leontopodium_nanum,0.1
Gnaphalium_stewartii,3
Poa_alpina,25
Oxyria_digyna,1
Trifolium_repens,5
Geranium_regelii,0.1
Poa_sterillis,1
Fragaria_nubicola,2
Astragalus_melanostachys,1
Thymus_serpyllum,3
Potentilla_desertorum,1
Cerastium_glomeratum,0.5
FID_481.csv#######################

Species,Cover_percent
Taraxicum_officinale,5
Leontopodium_nanum,15
Sibbaldia_cuneata,15
Iris_hookeriana,15
Trifolium_repens,10
Potentilla_sojakii,1
Plantago_depressa,5
Androsace_mucronifolia,5
Artemisia_stricta,4
Kobresia_capillifolia,30
FID_486.csv#######################

Species,Cover_percent
Taraxacum_officinale,7
Dactylorhiza_hatagirea,10
Gentiana_leucomelaena,12
Gentiana_burkillii,3
Bistorta_vivipara,10
Kobresia_karakorumensis_(s),15
Kobresia_myosuroides_(s),8
Carex_orbicularis_(s),20
Triglochin_maritima,3
Lamium_amplexicaule,1
Potentilla_multifida,5
Sibbaldianthe_bifurca,8
Salix_sericocarpa,5
Inula_rhizocephala,2
FID_489.csv#######################

Species,Cover_percent
Tulipa_stellata,50
Acontholimon_lycopodioides,2
Polygonum_biaristatum,3
Lindelofia_stylosa,4
Prangos_pabularia,8
Solenanthus_circinatus_Ledeb.,4
FID_492.csv#######################

Species,Cover_percent
Prangos_pabularia,35
Artemisia_brevifolia,30
Lindelofia_stylosa,5
Rosa_webbiana,3
Ferula_jaeschkeana,3
Chorispora_sabulosa,1
Polygonum_polycnemoides,2
FID_494.csv#######################

Species,Cover_percent
Ribes_himalense_var_verruculosum,2
Nepeta_glutinosa,12
Rubia_tinctorum,1
Brachyactis_roylei,1
Artemisia_salsoloides,1
Piptatherum_laterale_(g),2
Lonicera_spinosa,5
Astragalus_oplites,5
Rhamnus_prostrata,3
Elymus_schrenkianus_(g),1
Artemisia_brevifolia,8
Sisymbrium_brassiciforme,2
FID_495.csv#######################

Species,Cover_percent
Nepeta_glutinosa,3
Astragalus_rhizanthus,5
Silene_rechingeri,10
Semenovia_lasiocarpa,4
Artemisia_dracunculus,3
Rosa_webbiana,5
Polygonum_paronychioides,2
Lindelofia_anchusoides,2
Silene_rechingeri,5
FID_496.csv#######################

Species,Cover_percent
Astragalus_oplites,50
Polygonum_paronychioides,15
Scorzonera_viragata,3
Lindelofia_stylosa,5
Carex_stenocarpa_(s),20
Polygonum_biaristatum,1
Elymus_sp_(g),1
FID_503.csv#######################

Species,Cover_percent
Leontopodium_himalayanum,7
Rheum_webbianum,15
Potentilla_sojakii,12
Aconogonon_tortuosum,4
Nepeta_discolor,10
Poa_attenuata_(g),45
Kobresia_schoenoides_(s),10
Rhodiola_heterodonta,5
Stipa_purpurea_(g),40
Astragalus_oplites,5
Bistorta_afffinis,40
Cicer_microphyllum,35
Polygonum_cognatum,5
Myosotis_asiatica,1
Dontostemon_glandulosus,1
Rosularia_alpestris,1
Ajania_tibetica_(Tanacetum_tibeticum),5
Delphinium_cashmerianum,5
FID_508.csv#######################

Species,Cover_percent
Richteria_pyrethroides,3
Askellia_flexuosa,15
Saussurea_jacea,25
Aconogonon_tortuosum,15
FID_510.csv#######################

Species,Cover_percent
Artemisia_kargilensis,1
Lonicera_spinosa,4
Astragalus_oplites,1
Rhamnus_prostrata,8
Elymus_schrenkianus_(g),2
Medicago_falcata,10
Sibbaldianthe_bifurca,15
Polygonum_polycnemoides,0.1
Psychrogeton_andryaloides,1
Scorzonera_virgata,2
Elymus_repens_(g),8
Heracleum_pinnatum,4
Medicago_varia,4
Geranium_regelii,2
Potentilla_multifida,2
Astragalus_thomsonii_,4
Nepeta_discolor,4
Silene_rechingeri,3
Pedicularis_bicornuta,3
Conioselinum_vaginatum,20
Oxytropis_glabra,3
Lonicera_microphylla,8
Bromus_pectinatus_(g),5
Elymus_nutans_(g),1
Silene_moorcroftiana,2
Rosa_webbiana,2
Cerastium_fontanum,0.5
FID_511.csv#######################

Species,Cover_percent
Semenovia_lasiocarpa,3
Ephedra_geradiana,40
Rosa_webbiana,20
Allium_oreoprasum,1
Aconogonon_tortuosum,15
Matthiola_chorassanica,1
Heracleum_pinnatum,5
Astragalus_oplites,1
FID_512.csv#######################

Species,Cover_percent
Krascheninnikovia_ceratoides,5
Ephedra_geradiana,35
Ribes_orientale,5
Astragalus_sp.,1
Lonicera_microphylla,12
Rhamnus_prostrata,5
FID_515.csv#######################

Species,Cover_percent
Artemisia_brevifolia,25
Psychrogeton_andryaloides,12
Rosularia_alpestris,3
Astragalus_oplites,5
Polygonum_polycnemoides,1
Scorzonera_virgata,3
Dianthus_anatolicus,1
Lonicera_asperifolia,10
Elymus_schugnanicus_(g),4
FID_516.csv#######################

Species,Cover_percent
Artemisia_brevifolia,20
Oxytropis_glabra,1
Ephedra_geradiana,10
Haloxylon_thomsonii,1
FID_520.csv#######################

Species,Cover_percent
Cousinia_thomsonii,7
Astrgalus_oplites,30
Nepeta__discolor,10
Polygonum_paronychioides,10
Lindelofia_stylosa,20
Polygonum_rottboellioides,2
Silene_rechingeri,10
Verbascum_thapsus,2
Elymus_sp._(g),20
Scorzonera_virgata,5
Eritrichium_spathulatum,1
FID_523.csv#######################

Species,Cover_percent
Ephedra_geradiana,35
Lindelofia_anchusoides,1
Astragalus_sp.,3
Dianthus_anatolicus,25
Artemisia_minor,1
Carex_sp._UNID_(g),10
FID_524.csv#######################

Species,Cover_percent
Koenigia_rumicifolia,6
Potentilla_sojakii,15
Thesium_hookeri,3
Leontopodium_himalayanum,10
Rhodiola_crenulata,5
Kobresia_myosuroides_(s),10
Bistorta_affinis,8
Rhamnus_prostrata,1
Poa_attenuata_(g),10
Eritrichium_villosum,5
Allium_przewalskianum,4
Artemisia_santolinifolia,12
Nepeta_discolor,8
Polygonum_cognatum,2
Oxytropis_sp,4
Cerastium_cerastoides,2
Gentiana_tianschanica,5
Saxifraga_flagellaris,3
Aconitum_rotundifolium,3
Aster_flaccidus,5
Geranium_himalayense,4
Saussurea_gnaphlodes,2
Draba_sp.,2
FID_527.csv#######################

Species,Cover_percent
Lonicera_asperifolia,15
Hippophae_tibetana,30
Cicer_microphyllum,7
Aconogonon_tortuosum,6
Chenopodium_album,8
Lonicera_spinosa,5
Ephedra_geradiana,2
Elymus_schrenkianus_(g),4
Elymus_canaliculatus_(g),3
Calamagrostis_holciformis_(g),4
Arnebia_euchroma,6
Rosularia_alpestris,0.1
Oxytropis_microphylla,6
Gentiana_tianschanica,12
Salix_caesia,25
Pedicularis_bicornuta,2
Oxytropis_humifusa,2
Leontopodium_ochroleucum,2
Euphrasia_species,1
Psychrogeton_andryaloides,4
FID_528.csv#######################

Species,Cover_percent
Artemisia_moorcroftiana,5
Euphorbia_tibetica,1
Psychrogeton_andryaloides,1
Stipa_caucasica_(g),3
Elymus_schrenkianus_(g),6
Astragalus_oplites,2
Artemisia_brevifolia,5
Askellia_flexuosa,1
Scorzonera_virgata,2
FID_529.csv#######################

Species,Cover_percent
Psychrogeton_andryaloides_var.poncinsii,8
Bistorta_affinis,12
Nepeta_discolor,3
Oxytropis_tatarica,3
Anaphalis_nubigena,1
Tanacetum_artemisioides,4
Aster_flaccidus,2
Pleurospermum_candollei,3
Rhodiola_tibetica,6
Sibbaldia_cuneata,10
Potentilla_sojakii,15
Cerastium_cerastoides,2
Pedicularis_bicornuta,3
Salix_flabellaris,7
Saxifraga_flagellaris,1
Piptatherum_laterale_(g),5
Kobresia_royleana_(s),7
Carex_pseudofoetida_(s),5
Saxifraga_meeboldi,5
Thalictrum_alpinum,3
Gentiana_burkillii,4
Primula_minutissima,6
FID_535.csv#######################

Species,Cover_percent
Artemisia_salsoloides,8
Aconogonon_totruosum,8
Lonicera_asperifolia,6
Nepeta_discolor,4
Aquilegia_moorcroftiana,5
Cremanthodium_ellisii,12
Salix_caesia,8
Lonicera_spinosa,30
Hippophae_tibetana,7
Lindelofia_stylosa,2
Gentianella_moorcroftiana,2
Ephedra_geradiana,1
FID_547.csv#######################

Species,Cover_percent
Myricaria_germanica,20
Hippophae_rhamnoides,35
Taraxacum_officinale,5
Conioselinum_vaginatum,4
Oxytropis_glabra,4
Inula_rhizocephala,1
Nepeta_glutinosa,2
Geranium_regelii,2
Calamagrostis_holciformis_(g),5
Salix_pynostachya,12
Elymus_repens_(g),4
Arenaria_serpyllifolia,1
Morina_coulteriana,1
Plantago_depressa,4
Calamagrostis_pseudophragmites_(g),3
Oxytropis_tatarica,1
Astragalus_rhizanthus,1
FID_550.csv#######################

Species,Cover_percent
Rosa_webbiana,15
Saussurea_jacea,10
Lonicera_asperifolia,7
Corydalis_flabellata,12
Ribes_orientale,5
Christolea_crassifolia,5
Semenovia_lasiocarpa,4
Stipa_himalaica_(g),1
Rubia_tibetica,3
Carduus_nutans,2
Silene_rechingeri,5
Artemisia_salsoloides,6
Aquilegia_moorcroftiana,2
Geranium_regelii,2
FID_555.csv#######################

Species,Cover_percent
Aconogonon_tortuosum,12
Nepeta_floccosa,8
Lonicera_spinosa,5
Astragalus_oplites,3
Rosa_webbiana,4
Askellia_flexuosa,1
Artemisia_brevifolia,10
Melica_persica_(g),2
FID_556.csv#######################

Species,Cover_percent
Nepeta_glutinosa,0.1
Rosa_webbiana,10
Epilobium_angustifolium,5
Hercaleum_pinnatum,4
Scrophularia_koelzii,3
Artemisia_santolinifolia,4
Scorzonera_virgata,3
Rhamnus_prostrata,4
Brachyactis_pubescens,2
Rumex_nepalensis,2
Haloxylon_thomsonii,0.5
Scopolia_lurida,1
Salix_karelinii,30
Cardamine_macrophylla,10
Aconogonon_tortuosum,1
Hippophae_rhamnoides,15
Hippophae_tibetana,10
FID_559.csv#######################

Species,Cover_percent
Smenovia_lasiocarpa,3
Astragalus_rhizanthus,4
Oxytropis_glabra,4
Scorzonera_virgata,8
Inula_koelzii,2
Haloxylon_thomsonii,3
Krascheninnikovia_ceratoides,5
Gentianella_moorcroftiana,8
Thalictrum_foetidum,5
Poa_attenuata_(g),20
Cicer_microphyllum,5
Astragalus_thomsonii,20
Geranium_regelii,4
Artemisia_dracunculus,8
Gentiana_squarrosa,2
Pleurospermum_candollei,2
Silene_rechingeri,15
Nepeta_discolor,5
Elymus_sp._(g),3
Lonicera_spinosa,7
Elymus_nutans_(g),5
Astragalus_oplites,3
Sibbaldianthe_bifurca•À_,4
Medicago_falcata,15
Nepeta_discolor,8
Arnebia_euchroma,3
Rhamnus_prostrata,4
FID_561.csv#######################

Species,Cover_percent
Gentianella_moorcroftiana,8
Thalictrum_foetidum,5
Poa_attenuata,20
Cicer_microphyllum,5
Astragalus_thomsonii,20
Geranium_regelii,4
Artemisia_dracunculus,8
Gentiana_squarrosa,2
Pleurospermum_candollei,2
Silene_rechingeri,15
Elymus_repens,3
Lonicera_spinosa,7
Elymus_nutans,5
Astragalus_oplites,3
Sibbaldianthe_bifurca,4
Medicago_falcata,15
Nepeta_discolor,8
Arnebia_euchroma,3
FID_571.csv#######################

Species,Cover_percent
Ephedra_geradiana,40
Lindelofia_stylosa,2
Astragalus_oplites,4
Oxytropis_glabra,4
